,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineDenominator,DisciplineNumerator,DisciplineRate,DistrictCode_y,Expenditure
389,Spokane,32081.0,Spokane School District,1567.0,Pratt Academy,A,12th Grade,15.0,2.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,6.0,4.0,11.0,15.0,14.0,15.0,13.0,4.0,15.0,17.0,2.0,,1.0,5.0,3.0,1.0,18.0,3.0,6.0,9.0,0.1667,21,5,23.80%,32081.0,3065116.4
390,Spokane,32081.0,Spokane School District,2479.0,Rogers High School,P,12th Grade,337.0,155.0,0.0,182.0,6.0,26.0,19.0,36.0,14.0,47.0,189.0,27.0,0.0,4.0,51.0,253.0,0.0,1.0,27.0,25.0,77.0,310.0,335.0,333.0,286.0,84.0,337.0,314.0,61.0,2.0,2.0,11.0,14.0,49.0,326.0,287.0,10.0,29.0,0.8804,365,31,8.50%,32081.0,21600063.8
391,Spokane,32081.0,Spokane School District,3189.0,Shadle Park High School,P,12th Grade,291.0,131.0,0.0,160.0,4.0,1.0,9.0,30.0,4.0,33.0,210.0,7.0,0.0,5.0,16.0,142.0,0.0,0.0,12.0,28.0,63.0,284.0,284.0,286.0,275.0,149.0,291.0,269.0,37.0,,2.0,11.0,8.0,30.0,276.0,245.0,10.0,21.0,0.8877,307,10,3.30%,32081.0,18344411.8
392,Snohomish,31401.0,Stanwood-Camano School District,1707.0,Lincoln Hill High School,A,12th Grade,49.0,22.0,0.0,27.0,0.0,0.0,0.0,3.0,1.0,4.0,41.0,0.0,0.0,1.0,1.0,14.0,0.0,2.0,7.0,0.0,1.0,49.0,49.0,48.0,48.0,35.0,49.0,54.0,7.0,,2.0,7.0,8.0,4.0,57.0,27.0,13.0,17.0,0.4737,Count Suppressed,Count Suppressed,<5%,31401.0,2153157.3
393,Snohomish,31401.0,Stanwood-Camano School District,2581.0,Stanwood High School,P,12th Grade,332.0,164.0,0.0,168.0,3.0,1.0,6.0,22.0,0.0,10.0,290.0,8.0,0.0,6.0,13.0,68.0,3.0,3.0,14.0,22.0,61.0,324.0,331.0,326.0,319.0,264.0,329.0,300.0,26.0,5.0,1.0,4.0,4.0,30.0,296.0,273.0,9.0,14.0,0.9223,342,11,3.20%,31401.0,17634578.3
394,Pierce,27001.0,Steilacoom Hist. School District,4131.0,Steilacoom High,P,12th Grade,220.0,103.0,0.0,117.0,0.0,20.0,12.0,24.0,4.0,28.0,132.0,4.0,0.0,0.0,2.0,41.0,0.0,34.0,10.0,11.0,20.0,216.0,219.0,220.0,218.0,179.0,220.0,224.0,48.0,,1.0,,7.0,57.0,215.0,197.0,10.0,8.0,0.9163,226,12,5.30%,27001.0,12868290.0
395,Skamania,30303.0,Stevenson-Carson School District,3119.0,Stevenson High School,P,12th Grade,78.0,37.0,0.0,41.0,0.0,1.0,0.0,13.0,0.0,4.0,60.0,3.0,0.0,10.0,8.0,36.0,0.0,0.0,4.0,10.0,14.0,75.0,76.0,68.0,70.0,42.0,78.0,80.0,12.0,,2.0,3.0,7.0,11.0,81.0,62.0,7.0,12.0,0.7654,Count Suppressed,Count Suppressed,<4%,30303.0,4278718.7
396,,,,5152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,
397,Snohomish,31311.0,Sultan School District,4274.0,Sultan Senior High School,P,12th Grade,113.0,50.0,0.0,63.0,3.0,3.0,2.0,22.0,0.0,2.0,81.0,4.0,0.0,0.0,8.0,55.0,1.0,0.0,4.0,7.0,29.0,109.0,111.0,113.0,105.0,58.0,112.0,111.0,11.0,,3.0,,2.0,12.0,110.0,92.0,13.0,5.0,0.8364,Count Suppressed,Count Suppressed,<2%,31311.0,8009942.5
398,Pierce,27905.0,Summit Public School: Olympus,5376.0,Summit Public School: Olympus,P,12th Grade,63.0,25.0,0.0,38.0,1.0,2.0,15.0,25.0,1.0,6.0,13.0,8.0,0.0,10.0,0.0,41.0,0.0,0.0,0.0,5.0,4.0,55.0,63.0,53.0,63.0,22.0,63.0,83.0,7.0,6.0,1.0,3.0,3.0,2.0,88.0,66.0,9.0,13.0,0.75,Count Suppressed,Count Suppressed,<4%,27905.0,3684157.2
399,King,17902.0,Summit Public School: Sierra,5375.0,Summit Public School: Sierra,P,12th Grade,102.0,53.0,0.0,49.0,0.0,18.0,36.0,8.0,0.0,11.0,29.0,7.0,0.0,27.0,4.0,46.0,0.0,0.0,3.0,12.0,10.0,95.0,102.0,75.0,98.0,56.0,102.0,90.0,15.0,4.0,2.0,2.0,2.0,3.0,102.0,86.0,6.0,10.0,0.8431,Count Suppressed,Count Suppressed,<3%,17902.0,5622589.1
400,Pierce,27320.0,Sumner School District,4585.0,Bonney Lake High School,P,12th Grade,343.0,190.0,0.0,153.0,3.0,11.0,6.0,33.0,0.0,34.0,256.0,8.0,0.0,8.0,15.0,96.0,0.0,5.0,16.0,29.0,41.0,335.0,340.0,335.0,328.0,247.0,343.0,320.0,42.0,,4.0,6.0,10.0,43.0,319.0,289.0,10.0,20.0,0.906,350,10,2.90%,27320.0,19469467.1
401,Pierce,27320.0,Sumner School District,3247.0,Sumner High School,P,12th Grade,487.0,217.0,0.0,270.0,5.0,13.0,3.0,54.0,2.0,36.0,374.0,8.0,0.0,24.0,9.0,108.0,0.0,4.0,10.0,29.0,62.0,479.0,485.0,463.0,478.0,379.0,487.0,474.0,24.0,1.0,4.0,7.0,16.0,35.0,463.0,419.0,16.0,28.0,0.905,496,16,3.20%,27320.0,21529491.8
402,Yakima,39201.0,Sunnyside School District,2959.0,Sunnyside High School,P,12th Grade,512.0,265.0,0.0,247.0,0.0,0.0,1.0,475.0,0.0,5.0,31.0,73.0,0.0,0.0,14.0,402.0,84.0,19.0,19.0,2.0,67.0,439.0,511.0,512.0,498.0,110.0,428.0,525.0,33.0,,,,42.0,62.0,496.0,450.0,4.0,42.0,0.9073,536,48,9.00%,39201.0,25818076.1
403,Kitsap,18902.0,Suquamish Tribal Education Department,5319.0,Chief Kitsap Academy,Q,12th Grade,12.0,6.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,1.0,1.0,5.0,12.0,11.0,12.0,9.0,4.0,9.0,16.0,1.0,1.0,1.0,2.0,,0.0,17.0,13.0,0.0,4.0,0.7647,Count Suppressed,Count Suppressed,<10%,18902.0,2168734.5
404,Pierce,27010.0,Tacoma School District,3880.0,Foss,P,12th Grade,157.0,68.0,0.0,89.0,1.0,27.0,32.0,25.0,7.0,10.0,55.0,24.0,0.0,10.0,13.0,100.0,0.0,1.0,13.0,5.0,33.0,133.0,156.0,147.0,144.0,57.0,157.0,153.0,47.0,,1.0,6.0,8.0,40.0,160.0,137.0,8.0,15.0,0.8562,173,7,4.00%,27010.0,12172232.3
405,Pierce,27010.0,Tacoma School District,2215.0,Lincoln,P,12th Grade,330.0,162.0,0.0,168.0,5.0,58.0,79.0,84.0,14.0,30.0,60.0,31.0,0.0,8.0,35.0,240.0,0.0,4.0,18.0,10.0,48.0,299.0,326.0,322.0,295.0,90.0,330.0,339.0,45.0,3.0,2.0,16.0,22.0,49.0,335.0,283.0,9.0,43.0,0.8448,354,23,6.50%,27010.0,22177553.4
406,Pierce,27010.0,Tacoma School District,3398.0,Mt Tahoma,P,12th Grade,327.0,159.0,0.0,168.0,2.0,53.0,57.0,95.0,19.0,24.0,77.0,43.0,0.0,6.0,22.0,230.0,1.0,1.0,30.0,12.0,49.0,284.0,325.0,321.0,305.0,97.0,326.0,325.0,57.0,1.0,3.0,7.0,8.0,80.0,302.0,274.0,9.0,19.0,0.9073,344,22,6.40%,27010.0,20028154.2
407,Pierce,27010.0,Tacoma School District,4109.0,Oakland High School,A,12th Grade,52.0,38.0,0.0,14.0,4.0,1.0,12.0,10.0,1.0,9.0,15.0,4.0,0.0,0.0,12.0,44.0,1.0,0.0,15.0,4.0,13.0,48.0,51.0,52.0,40.0,8.0,51.0,69.0,12.0,,2.0,3.0,7.0,38.0,43.0,30.0,1.0,12.0,0.6977,76,9,11.80%,27010.0,3519546.9
408,Pierce,27010.0,Tacoma School District,2084.0,Stadium,P,12th Grade,363.0,182.0,1.0,180.0,4.0,43.0,44.0,41.0,5.0,26.0,200.0,20.0,0.0,50.0,9.0,109.0,0.0,3.0,25.0,22.0,38.0,343.0,358.0,313.0,354.0,254.0,363.0,327.0,82.0,,,5.0,10.0,68.0,341.0,315.0,11.0,15.0,0.9238,375,19,5.10%,27010.0,19903508.6
409,Pierce,27010.0,Tacoma School District,5307.0,Tacoma Open Doors,R,12th Grade,348.0,184.0,0.0,164.0,5.0,12.0,71.0,70.0,5.0,25.0,160.0,1.0,0.0,1.0,38.0,199.0,1.0,1.0,104.0,25.0,31.0,347.0,342.0,347.0,310.0,149.0,347.0,193.0,37.0,,2.0,24.0,93.0,9.0,221.0,8.0,94.0,119.0,0.0362,Count Suppressed,Count Suppressed,<1%,27010.0,3661889.9
410,Pierce,27010.0,Tacoma School District,3246.0,Wilson,P,12th Grade,289.0,134.0,0.0,155.0,4.0,30.0,33.0,43.0,6.0,17.0,156.0,11.0,0.0,26.0,11.0,111.0,0.0,0.0,9.0,11.0,31.0,278.0,287.0,263.0,278.0,178.0,289.0,285.0,38.0,1.0,4.0,3.0,2.0,42.0,281.0,267.0,4.0,10.0,0.9502,296,12,4.10%,27010.0,18313297.8
411,Grays Harbor,14077.0,Taholah School District,3580.0,Taholah High School,P,12th Grade,19.0,10.0,0.0,9.0,15.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,1.0,0.0,3.0,19.0,19.0,19.0,18.0,3.0,16.0,20.0,,,,1.0,2.0,0.0,20.0,16.0,1.0,3.0,0.8,22,3,13.60%,14077.0,2215549.9
412,King,17409.0,Tahoma School District,2849.0,Tahoma Senior High School,P,12th Grade,650.0,326.0,0.0,324.0,2.0,31.0,23.0,63.0,3.0,45.0,483.0,5.0,0.0,23.0,1.0,77.0,0.0,4.0,14.0,48.0,80.0,645.0,650.0,627.0,649.0,573.0,650.0,601.0,56.0,,3.0,7.0,26.0,55.0,602.0,528.0,38.0,36.0,0.8771,661,13,2.00%,17409.0,28364733.7
413,Whitman,38265.0,Tekoa School District,3418.0,Tekoa High School,P,12th Grade,9.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,5.0,9.0,13.0,5.0,,1.0,,,7.0,11.0,8.0,2.0,1.0,0.7273,Count Suppressed,Count Suppressed,<10%,38265.0,1915270.0
414,Thurston,34402.0,Tenino School District,3509.0,Tenino High School,P,12th Grade,94.0,43.0,0.0,51.0,2.0,1.0,0.0,10.0,0.0,1.0,80.0,2.0,0.0,0.0,1.0,33.0,0.0,0.0,2.0,4.0,12.0,92.0,94.0,94.0,93.0,61.0,94.0,79.0,9.0,,,1.0,5.0,10.0,78.0,72.0,0.0,6.0,0.9231,100,6,6.00%,34402.0,5157539.9
415,Lewis,21237.0,Toledo School District,5190.0,Cowlitz Prairie Academy,P,12th Grade,20.0,13.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,15.0,0.0,0.0,1.0,6.0,15.0,0.0,0.0,4.0,0.0,2.0,20.0,20.0,19.0,14.0,5.0,20.0,14.0,2.0,,,,1.0,1.0,15.0,11.0,3.0,1.0,0.7333,Count Suppressed,Count Suppressed,<10%,21237.0,218248.9
416,Lewis,21237.0,Toledo School District,2616.0,Toledo High School,P,12th Grade,73.0,32.0,0.0,41.0,1.0,1.0,1.0,7.0,0.0,4.0,59.0,0.0,0.0,3.0,7.0,37.0,0.0,0.0,2.0,3.0,11.0,73.0,73.0,70.0,66.0,36.0,73.0,68.0,7.0,1.0,1.0,,1.0,5.0,70.0,67.0,0.0,3.0,0.9571,Count Suppressed,Count Suppressed,<4%,21237.0,3970282.4
417,Okanogan,24404.0,Tonasket School District,2679.0,Tonasket High School,P,12th Grade,73.0,33.0,0.0,40.0,1.0,0.0,0.0,29.0,0.0,4.0,39.0,3.0,0.0,0.0,4.0,44.0,16.0,0.0,4.0,1.0,8.0,70.0,72.0,73.0,69.0,29.0,57.0,75.0,9.0,1.0,,3.0,5.0,8.0,76.0,66.0,1.0,9.0,0.8684,Count Suppressed,Count Suppressed,<4%,24404.0,5077210.4
418,Yakima,39202.0,Toppenish School District,1508.0,Computer Academy Toppenish High School,A,12th Grade,64.0,27.0,0.0,37.0,10.0,0.0,0.0,52.0,0.0,1.0,1.0,24.0,0.0,0.0,4.0,63.0,17.0,0.0,13.0,2.0,2.0,40.0,64.0,64.0,60.0,1.0,47.0,71.0,9.0,,1.0,7.0,22.0,7.0,73.0,28.0,15.0,30.0,0.3836,Count Suppressed,Count Suppressed,<3%,39202.0,2656576.9
419,Yakima,39202.0,Toppenish School District,5262.0,Northwest Allprep,5,12th Grade,149.0,84.0,0.0,65.0,4.0,2.0,6.0,17.0,0.0,2.0,118.0,15.0,0.0,0.0,0.0,49.0,1.0,0.0,35.0,0.0,8.0,134.0,149.0,149.0,149.0,100.0,148.0,163.0,176.0,3.0,7.0,18.0,34.0,239.0,100.0,20.0,18.0,62.0,0.2,Count Suppressed,Count Suppressed,<1%,39202.0,1541059.8
420,Yakima,39202.0,Toppenish School District,2900.0,Toppenish High School,P,12th Grade,197.0,104.0,0.0,93.0,20.0,0.0,0.0,171.0,0.0,1.0,5.0,51.0,0.0,23.0,1.0,179.0,36.0,0.0,4.0,2.0,31.0,146.0,196.0,174.0,196.0,18.0,161.0,197.0,8.0,1.0,,1.0,1.0,11.0,194.0,190.0,1.0,3.0,0.9794,Count Suppressed,Count Suppressed,3.50%,39202.0,14202025.7
421,King,17406.0,Tukwila School District,2848.0,Foster Senior High School,P,12th Grade,226.0,99.0,0.0,127.0,2.0,70.0,52.0,55.0,10.0,17.0,20.0,59.0,0.0,0.0,32.0,164.0,1.0,0.0,11.0,3.0,30.0,167.0,225.0,226.0,194.0,62.0,225.0,197.0,44.0,3.0,4.0,13.0,8.0,32.0,209.0,157.0,24.0,28.0,0.7512,236,3,1.30%,17406.0,12768509.1
422,Thurston,34033.0,Tumwater School District,4500.0,A G West Black Hills High School,P,12th Grade,188.0,92.0,0.0,96.0,1.0,7.0,2.0,18.0,0.0,21.0,139.0,0.0,0.0,19.0,9.0,43.0,0.0,6.0,7.0,9.0,18.0,188.0,187.0,169.0,179.0,145.0,188.0,174.0,34.0,,,2.0,9.0,28.0,180.0,164.0,5.0,11.0,0.9111,199,7,3.50%,34033.0,11739185.8
423,Thurston,34033.0,Tumwater School District,1713.0,Cascadia High School,A,12th Grade,77.0,41.0,0.0,36.0,0.0,0.0,3.0,3.0,0.0,6.0,65.0,0.0,0.0,0.0,11.0,41.0,0.0,1.0,11.0,10.0,11.0,77.0,77.0,77.0,66.0,36.0,77.0,40.0,8.0,,,1.0,7.0,7.0,41.0,17.0,16.0,8.0,0.4146,Count Suppressed,Count Suppressed,<3%,34033.0,1223427.7
424,Thurston,34033.0,Tumwater School District,5014.0,New Market High School,A,12th Grade,42.0,12.0,0.0,30.0,3.0,0.0,3.0,6.0,0.0,3.0,27.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,8.0,3.0,8.0,42.0,40.0,42.0,35.0,26.0,42.0,26.0,9.0,,,3.0,4.0,0.0,35.0,20.0,8.0,7.0,0.5714,Count Suppressed,Count Suppressed,<5%,34033.0,1219860.8
425,Thurston,34033.0,Tumwater School District,3362.0,Tumwater High School,P,12th Grade,311.0,154.0,0.0,157.0,1.0,9.0,3.0,33.0,3.0,26.0,236.0,4.0,0.0,9.0,10.0,87.0,0.0,0.0,7.0,8.0,35.0,307.0,308.0,302.0,301.0,224.0,311.0,297.0,27.0,,2.0,,3.0,33.0,291.0,280.0,6.0,5.0,0.9622,322,7,2.20%,34033.0,15068147.3
426,,,,3179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,13.0,0.0,0.0,0.0,0.0,,,,,27083.0,11547071.0
427,Pierce,27083.0,University Place School District,3600.0,Curtis Senior High,P,12th Grade,483.0,246.0,0.0,237.0,2.0,64.0,32.0,53.0,7.0,77.0,248.0,8.0,0.0,25.0,12.0,157.0,0.0,29.0,19.0,37.0,51.0,475.0,482.0,458.0,471.0,326.0,483.0,452.0,52.0,,2.0,4.0,7.0,52.0,452.0,427.0,12.0,13.0,0.9447,506,24,4.70%,27083.0,17162688.7
428,Stevens,33070.0,Valley School District,5223.0,Paideia High School,5,12th Grade,11.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,11.0,10.0,10.0,8.0,6.0,11.0,13.0,5.0,,,,,6.0,12.0,10.0,2.0,0.0,0.8333,Count Suppressed,Count Suppressed,<10%,33070.0,1453428.5
429,Clark,6037.0,Vancouver School District,3423.0,Columbia River High,P,12th Grade,320.0,160.0,0.0,160.0,4.0,12.0,3.0,41.0,4.0,22.0,234.0,4.0,0.0,191.0,7.0,92.0,0.0,0.0,8.0,12.0,56.0,316.0,320.0,129.0,313.0,228.0,320.0,307.0,27.0,,1.0,2.0,12.0,30.0,304.0,279.0,10.0,15.0,0.9178,331,13,3.90%,6037.0,14656687.8
430,Clark,6037.0,Vancouver School District,2179.0,Fort Vancouver High School,P,12th Grade,336.0,172.0,0.0,164.0,1.0,22.0,22.0,113.0,20.0,11.0,147.0,61.0,0.0,147.0,20.0,223.0,0.0,1.0,35.0,5.0,52.0,275.0,335.0,189.0,316.0,113.0,336.0,314.0,111.0,3.0,6.0,12.0,40.0,84.0,341.0,255.0,25.0,61.0,0.7478,362,19,5.20%,6037.0,18849846.0
431,Clark,6037.0,Vancouver School District,3081.0,Hudson's Bay High School,P,12th Grade,237.0,114.0,0.0,123.0,3.0,4.0,7.0,73.0,7.0,14.0,129.0,15.0,0.0,120.0,10.0,139.0,1.0,1.0,16.0,6.0,37.0,222.0,237.0,117.0,227.0,98.0,236.0,258.0,46.0,1.0,2.0,1.0,6.0,50.0,254.0,240.0,4.0,10.0,0.9449,258,10,3.90%,6037.0,16344047.9
432,Clark,6037.0,Vancouver School District,4504.0,Skyview High School,P,12th Grade,460.0,215.0,0.0,245.0,1.0,20.0,9.0,64.0,4.0,38.0,324.0,9.0,0.0,284.0,2.0,92.0,0.0,0.0,7.0,23.0,46.0,451.0,460.0,176.0,458.0,368.0,460.0,468.0,58.0,,,2.0,3.0,55.0,471.0,459.0,7.0,5.0,0.9745,Count Suppressed,Count Suppressed,3.60%,6037.0,21262957.6
433,,,,3556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,6037.0,3587931.8
434,King,17402.0,Vashon Island School District,1938.0,Student Link,A,12th Grade,21.0,9.0,0.0,12.0,0.0,1.0,0.0,3.0,0.0,1.0,16.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,2.0,5.0,5.0,20.0,21.0,21.0,18.0,10.0,21.0,14.0,1.0,,,,,1.0,14.0,9.0,5.0,0.0,0.6429,Count Suppressed,Count Suppressed,<10%,17402.0,515670.1
435,King,17402.0,Vashon Island School District,2419.0,Vashon Island High School,P,12th Grade,123.0,58.0,0.0,65.0,0.0,3.0,1.0,10.0,0.0,8.0,101.0,2.0,0.0,8.0,2.0,17.0,0.0,1.0,5.0,10.0,8.0,121.0,123.0,115.0,121.0,106.0,123.0,119.0,20.0,,1.0,,6.0,19.0,120.0,110.0,3.0,7.0,0.9167,Count Suppressed,Count Suppressed,<2%,17402.0,7385223.2
436,Wahkiakum,35200.0,Wahkiakum School District,3467.0,Wahkiakum High School,P,12th Grade,39.0,15.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,2.0,6.0,25.0,0.0,0.0,2.0,1.0,13.0,39.0,39.0,37.0,33.0,14.0,39.0,34.0,16.0,,,,,14.0,36.0,31.0,5.0,0.0,0.8611,Count Suppressed,Count Suppressed,<8%,35200.0,2810328.2
437,Grant,13073.0,Wahluke School District,1835.0,Sentinel Tech Alt School,A,12th Grade,6.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,3.0,6.0,6.0,6.0,0.0,4.0,12.0,1.0,,,1.0,6.0,1.0,12.0,4.0,1.0,7.0,0.3333,Count Suppressed,Count Suppressed,<10%,13073.0,190626.5
438,Grant,13073.0,Wahluke School District,4254.0,Wahluke High School,P,12th Grade,142.0,79.0,0.0,63.0,1.0,0.0,0.0,136.0,0.0,1.0,4.0,36.0,0.0,0.0,13.0,113.0,66.0,0.0,4.0,3.0,14.0,106.0,142.0,142.0,129.0,29.0,76.0,138.0,11.0,2.0,1.0,4.0,2.0,4.0,145.0,125.0,11.0,9.0,0.8621,148,10,6.80%,13073.0,9468377.6
439,Walla Walla,36140.0,Walla Walla Public Schools,3468.0,Walla Walla High School,P,12th Grade,417.0,216.0,0.0,201.0,2.0,7.0,4.0,151.0,0.0,14.0,239.0,12.0,0.0,41.0,9.0,192.0,12.0,1.0,17.0,26.0,60.0,405.0,414.0,376.0,408.0,225.0,405.0,396.0,39.0,,,3.0,20.0,43.0,392.0,358.0,11.0,23.0,0.9133,431,9,2.10%,36140.0,20653926.8
440,Walla Walla,36140.0,Walla Walla Public Schools,5460.0,Walla Walla Open Doors,R,12th Grade,124.0,59.0,0.0,65.0,1.0,1.0,1.0,42.0,1.0,1.0,77.0,3.0,0.0,0.0,8.0,70.0,2.0,1.0,30.0,4.0,5.0,121.0,123.0,124.0,116.0,54.0,122.0,53.0,19.0,,,,46.0,8.0,64.0,7.0,11.0,46.0,0.1094,Count Suppressed,Count Suppressed,<2%,36140.0,971383.3
441,Yakima,39207.0,Wapato School District,4022.0,Pace Alternative High School,A,12th Grade,27.0,10.0,0.0,17.0,11.0,0.0,0.0,13.0,0.0,0.0,3.0,15.0,0.0,0.0,1.0,25.0,9.0,1.0,14.0,0.0,4.0,12.0,27.0,27.0,26.0,2.0,18.0,41.0,6.0,,5.0,4.0,7.0,13.0,34.0,6.0,12.0,16.0,0.1765,37,5,13.50%,39207.0,1706273.3
442,Yakima,39207.0,Wapato School District,3141.0,Wapato High School,P,12th Grade,181.0,94.0,0.0,87.0,26.0,5.0,0.0,139.0,0.0,6.0,5.0,45.0,0.0,18.0,8.0,165.0,58.0,1.0,3.0,5.0,8.0,136.0,181.0,163.0,173.0,16.0,123.0,196.0,14.0,,3.0,7.0,2.0,22.0,188.0,172.0,4.0,12.0,0.9149,187,7,3.70%,39207.0,12069834.4
443,Grant,13146.0,Warden School District,3273.0,Warden High School,P,12th Grade,65.0,32.0,0.0,33.0,0.0,1.0,1.0,45.0,0.0,0.0,18.0,7.0,0.0,0.0,7.0,37.0,13.0,0.0,5.0,3.0,9.0,58.0,65.0,65.0,58.0,28.0,52.0,69.0,4.0,,,3.0,1.0,14.0,59.0,53.0,2.0,4.0,0.8983,Count Suppressed,Count Suppressed,<4%,13146.0,4394098.2
444,Thurston,34975.0,Washington Center for Deaf and Hard of Hearing Youth,4246.0,Washington State School for the Deaf,I,12th Grade,8.0,6.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,8.0,8.0,8.0,8.0,2.0,8.0,11.0,2.0,1.0,,1.0,,1.0,12.0,6.0,4.0,2.0,0.5,Count Suppressed,Count Suppressed,Suppressed: N<10,,
445,Clark,6112.0,Washougal School District,3147.0,Washougal High School,P,12th Grade,278.0,131.0,0.0,147.0,4.0,4.0,3.0,28.0,0.0,18.0,221.0,2.0,0.0,24.0,8.0,101.0,0.0,2.0,16.0,21.0,49.0,276.0,278.0,254.0,270.0,177.0,278.0,229.0,41.0,1.0,1.0,2.0,6.0,45.0,225.0,200.0,15.0,10.0,0.8889,Count Suppressed,Count Suppressed,<1%,6112.0,13970530.8
446,Stevens,33049.0,Wellpinit School District #49,5461.0,Wellpinit Fort Simcoe SEA,R,12th Grade,42.0,15.0,1.0,26.0,4.0,0.0,1.0,16.0,0.0,2.0,19.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,27.0,0.0,5.0,42.0,42.0,41.0,42.0,29.0,41.0,43.0,20.0,,1.0,13.0,18.0,9.0,54.0,12.0,10.0,32.0,0.2222,Count Suppressed,Count Suppressed,<3%,33049.0,892763.2
447,Stevens,33049.0,Wellpinit School District #49,2550.0,Wellpinit High School,P,12th Grade,19.0,9.0,0.0,10.0,12.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,14.0,19.0,18.0,17.0,5.0,19.0,20.0,1.0,,,,,1.0,20.0,18.0,2.0,0.0,0.9,Count Suppressed,Count Suppressed,<10%,33049.0,2809498.0
448,,,,3269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,4246.0,1490632.2
449,,,,1742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,4246.0,1901049.1
450,Chelan,4246.0,Wenatchee School District,2134.0,Wenatchee High School,P,12th Grade,532.0,274.0,0.0,258.0,2.0,4.0,7.0,232.0,0.0,15.0,272.0,52.0,0.0,63.0,29.0,269.0,97.0,2.0,7.0,10.0,80.0,480.0,531.0,469.0,503.0,263.0,435.0,466.0,64.0,,2.0,5.0,12.0,38.0,492.0,465.0,8.0,19.0,0.9451,544,13,2.40%,4246.0,25073381.4
451,Chelan,4246.0,Wenatchee School District,1613.0,Westside High School,A,12th Grade,139.0,61.0,0.0,78.0,1.0,0.0,0.0,68.0,0.0,3.0,67.0,23.0,0.0,3.0,14.0,81.0,10.0,0.0,27.0,7.0,9.0,116.0,139.0,136.0,125.0,58.0,129.0,125.0,17.0,,2.0,6.0,26.0,8.0,134.0,57.0,43.0,34.0,0.4254,195,4,2.10%,4246.0,4217393.1
452,Spokane,32363.0,West Valley School District (Spokane),1628.0,Dishman Hills High School,5,12th Grade,133.0,13.0,109.0,11.0,0.0,0.0,10.0,25.0,3.0,5.0,90.0,3.0,0.0,0.0,31.0,127.0,0.0,0.0,28.0,7.0,20.0,130.0,131.0,133.0,102.0,6.0,133.0,113.0,26.0,,6.0,10.0,8.0,14.0,125.0,86.0,15.0,24.0,0.688,Count Suppressed,Count Suppressed,<2%,32363.0,2841754.7
